Emotions,Path
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_goose_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-08-01-02-01-17.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_15/03-01-06-02-01-02-15.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_rose_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_20/03-01-05-02-02-02-20.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_wife_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-08-02-01-01-16.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_dog_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_pick_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_h01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_24/03-01-04-02-01-01-24.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_keg_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_make_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_loaf_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_join_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_shirt_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_chat_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tough_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_kick_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_team_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_wheat_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-02-09.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_jail_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_21/03-01-01-01-01-02-21.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_learn_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-02-01-01-01-03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_numb_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_hit_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_voice_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_book_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_dab_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_learn_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-04-02-01-02-23.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_hole_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-01-12.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_love_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n23.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-03-02-01-01-16.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-08-01-01-02-13.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_mess_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_h12.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-03-01-02-02-16.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_gas_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_pad_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_bite_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_seize_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_search_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_red_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_back_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_whip_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_juice_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_wash_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_such_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_near_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-02-01-01-01-02.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-02-11.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-01-21.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_15/03-01-01-01-02-02-15.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_lore_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_22/03-01-01-01-01-01-22.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_perch_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_dip_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_goose_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_tool_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_perch_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_soup_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_dead_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_24/03-01-08-02-01-01-24.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_hit_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_d15.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_when_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_wife_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_rose_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_dab_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_time_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_mess_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_tell_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hate_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_hate_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_whip_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_haze_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_hurl_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-02-01-02-02-16.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-01-23.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_search_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_five_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_keen_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_bite_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_hurl_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_rough_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_h14.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_life_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_rain_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-03-02-02-01-18.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_n28.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_sure_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_jar_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-02-01-01-01-17.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_thin_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_h15.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_lean_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_wire_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_perch_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-03-01-01-01-18.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_12/03-01-03-02-02-02-12.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_mob_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_should_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-02-16.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_24/03-01-03-01-02-02-24.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_h02.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-02-02-02-01-01.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_bought_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_mob_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_good_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_jug_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_n12.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-06-01-01-01-18.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-01-01-01-01-13.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-02-11.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-01-01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_lot_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_door_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_jail_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_tool_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bone_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_h03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_rough_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_d12.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_08/03-01-07-02-02-01-08.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_keg_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_have_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_puff_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_hole_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_dog_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_germ_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-02-17.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_keen_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_boat_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-03-01-02-01-13.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-06-01-02-01-17.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_laud_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_such_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_youth_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-06-01-01-01-03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_mop_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_burn_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_rush_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_22/03-01-05-02-01-02-22.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_road_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_keep_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_rain_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_week_fear.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_size_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-03-01-01-02-23.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_kick_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-02-02-01-01-01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_shirt_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_merge_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-05-01-02-01-18.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_kite_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_vote_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_limb_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_su14.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_chalk_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_moon_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_08/03-01-02-01-01-02-08.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_door_fear.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_voice_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_fail_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_hash_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_wheat_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_when_neutral.wav
